SBD,Toán,Ngữ văn,Ngoại ngữ,Vật lý,Hóa học,Sinh học,KHTN,Lịch sử,Địa lý,GDCD,KHXH
52000409,7.40,7.50,8.60,,,,,6.75,7.50,9.50,7.91
52000410,5.20,6.50,5.00,,,,,4.00,6.50,9.00,6.50
52000411,6.20,4.50,3.80,,,,,4.25,7.25,9.50,7.00
52000412,7.60,7.00,8.00,6.25,6.00,5.25,5.83,,,,
52000413,2.60,3.25,,,,,,3.50,3.75,,
52000414,5.60,5.83,,,,,,3.75,6.75,,
52000415,6.60,7.75,6.20,6.25,7.25,5.50,6.33,,,,
52000416,6.80,7.50,6.80,,,,,6.50,7.25,8.25,7.33
52000417,7.20,7.50,7.20,,,,,6.25,7.25,8.75,7.41
52000418,8.40,8.50,9.00,6.50,7.75,8.00,7.41,,,,
52000419,4.60,7.50,,,,,,5.75,7.50,,
52000420,6.40,8.00,4.60,5.00,6.50,5.50,5.66,,,,
52000421,6.40,7.50,4.20,,,,,2.75,5.00,8.75,5.50
52000422,6.40,7.50,,,,,,4.50,7.50,,
52000423,9.00,6.00,9.00,7.75,8.00,7.50,7.75,,,,
52000424,8.20,6.75,9.00,4.50,4.50,5.25,4.75,,,,
52000425,6.40,7.75,,,,,,7.00,8.50,,
52000426,7.00,6.25,5.60,5.50,7.50,3.00,5.33,,,,
52000427,8.60,7.00,8.60,8.00,6.50,6.00,6.83,,,,
52000428,5.00,5.91,3.60,,,,,3.00,6.25,7.00,5.41
52000429,5.20,4.75,5.20,,,,,3.25,6.00,8.00,5.75
52000430,7.20,7.25,8.80,,,,,8.75,9.00,9.00,8.91
52000431,6.40,8.50,6.40,,,,,6.00,7.00,9.25,7.41
52000432,5.60,7.50,3.40,,,,,2.75,5.25,7.50,5.16
52000433,7.60,7.75,4.40,,,,,2.75,7.50,9.00,6.41
52000434,6.20,5.00,,,,,,2.50,5.50,,
52000435,7.80,8.00,8.40,,,,,6.00,7.25,8.75,7.33
52000436,7.40,8.75,7.40,6.50,8.25,5.25,6.66,,,,
52000437,8.20,8.75,9.20,,,,,7.75,7.25,9.00,8.00
52000438,7.60,7.00,8.00,6.50,,,,,,,
52000439,6.20,6.50,7.00,,,,,4.00,6.50,7.50,6.00
52000440,7.20,7.50,7.00,,,,,4.25,7.75,9.75,7.25
52000441,8.00,7.75,7.80,,,,,4.50,6.50,9.50,6.83
52000442,5.80,6.50,8.60,,,,,5.00,5.50,8.50,6.33
52000443,5.00,6.75,,,,,,2.25,6.75,,
52000444,8.00,8.00,9.80,,,,,6.00,8.25,9.00,7.75
52000445,7.20,6.50,5.40,6.00,5.50,6.25,5.91,,,,
52000446,6.80,6.75,9.40,6.50,5.75,6.25,6.16,,,,
52000447,7.80,7.00,5.20,,,,,4.00,6.50,8.00,6.16
52000448,5.80,5.75,8.00,4.75,2.75,4.50,4.00,,,,
52000449,7.00,7.75,5.80,6.00,6.75,3.00,5.25,,,,
52000450,7.40,7.00,4.00,7.75,8.00,5.50,7.08,,,,
52000451,7.00,6.50,4.40,5.00,7.00,6.50,6.16,,,,
52000452,8.60,7.50,5.20,5.75,8.25,5.50,6.50,,,,
52000453,7.60,7.75,6.60,,,,,4.25,7.50,8.25,6.66
52000454,7.20,8.00,7.40,,,,,4.25,7.00,9.50,6.91
52000455,4.40,4.00,,,,,,3.75,6.75,,
52000456,6.40,6.75,9.20,4.75,8.00,5.75,6.16,,,,
52000457,7.80,7.50,8.40,6.25,6.75,5.25,6.08,,,,
52000458,8.00,7.00,6.80,7.00,8.00,4.75,6.58,,,,
52000459,7.80,7.50,8.00,,,,,5.50,7.50,9.50,7.50
52000460,6.60,7.50,8.20,,,,,5.25,7.75,9.25,7.41
52000461,6.00,7.00,4.40,,,,,2.75,5.50,6.50,4.91
52000462,6.60,6.75,5.00,4.50,5.25,3.50,4.41,,,,
52000463,7.00,7.50,6.80,,,,,5.00,7.00,8.50,6.83
52000464,7.20,8.00,5.60,,,,,7.50,8.00,9.25,8.25
52000465,6.40,8.00,8.00,,,,,5.25,6.25,6.25,5.91
52000466,6.80,6.25,,,,,,6.75,7.50,,
52000467,7.80,7.25,8.20,,,,,5.50,8.00,9.50,7.66
52000468,7.00,6.50,,,,,,5.25,8.75,,
52000469,7.60,6.00,5.60,4.50,5.75,4.25,4.83,,,,
52000470,7.00,6.50,5.80,,,,,3.25,7.50,8.25,6.33
52000471,6.00,7.00,9.00,,,,,6.25,7.00,9.25,7.50
52000472,7.20,6.00,,,,,,5.50,6.75,,
52000473,5.60,6.50,9.00,,,,,4.25,7.50,9.25,7.00
52000474,8.00,6.50,8.80,6.50,7.50,5.25,6.41,,,,
52000475,5.20,6.75,9.20,,,,,4.25,4.50,7.50,5.41
52000476,7.00,6.75,5.60,,,,,5.75,7.00,9.25,7.33
52000477,5.80,7.75,6.80,,,,,5.25,8.00,9.50,7.58
52000478,6.60,7.50,8.80,,,,,6.50,7.00,8.50,7.33
52000479,9.00,7.00,8.60,5.75,4.00,7.50,5.75,,,,
52000480,6.60,7.25,8.40,,,,,7.25,5.75,9.25,7.41
52000481,6.60,6.75,,,,,,5.25,7.25,,
52000482,6.80,7.25,4.60,,,,,5.25,7.25,8.75,7.08
52000483,4.80,4.00,,,,,,3.75,6.25,,
52000484,7.00,7.75,5.40,,,,,4.00,6.00,8.00,6.00
52000485,5.60,7.75,,,,,,5.00,5.75,,
52000486,7.20,5.00,8.20,,,,,6.50,8.00,8.75,7.75
52000487,6.60,6.00,8.80,,,,,6.00,6.00,8.00,6.66
52000488,8.20,7.41,8.40,,,,,4.50,6.75,9.00,6.75
52000489,5.40,6.75,4.60,3.00,3.75,5.00,3.91,,,,
52000490,6.60,6.25,8.00,,,,,6.00,7.00,8.50,7.16
52000491,7.60,8.25,7.20,7.75,8.25,5.50,7.16,,,,
52000492,7.40,7.75,6.80,,,,,5.50,8.50,9.75,7.91
52000493,5.80,7.25,5.40,,,,,5.00,7.50,8.25,6.91
52000494,4.60,4.75,,,,,,3.50,6.75,,
52000495,8.60,8.25,8.80,7.75,8.50,6.75,7.66,,,,
52000496,5.40,7.50,3.40,,,,,5.25,7.25,9.25,7.25
52000497,7.00,8.00,5.20,6.00,6.00,4.75,5.58,,,,
52000498,6.20,6.50,,,,,,6.25,7.00,,
52000499,7.60,7.50,9.00,,,,,4.50,6.25,9.00,6.58
52000500,7.80,6.25,6.60,5.50,7.00,5.00,5.83,,,,
52000501,7.00,6.75,8.00,,,,,5.00,6.50,9.50,7.00
52000502,7.40,7.75,7.40,,,,,5.00,7.25,9.50,7.25
52000503,7.80,7.75,7.00,,,,,4.75,7.50,9.00,7.08
52000504,7.00,8.00,,,,,,3.25,8.00,,
52000505,7.80,6.00,6.40,7.00,8.00,3.75,6.25,,,,
52000506,8.20,8.00,6.20,,,,,4.25,8.00,7.25,6.50
52000507,7.00,6.50,8.00,,,,,7.00,7.50,9.50,8.00
52000508,8.00,6.25,7.20,6.00,7.25,4.50,5.91,,,,
52000509,7.40,7.00,8.00,,,,,8.50,8.25,9.00,8.58
52000510,6.80,8.00,7.00,,,,,5.25,7.00,9.00,7.08
52000511,6.20,6.75,,,,,,6.00,6.00,,
52000512,7.20,7.00,6.60,7.00,7.50,6.50,7.00,,,,
52000513,6.40,6.50,3.60,,,,,6.75,7.00,9.50,7.75
52000514,7.40,6.50,7.40,,,,,6.75,7.00,9.00,7.58
52000515,7.00,5.75,4.80,6.25,6.50,6.75,6.50,,,,
52000516,5.60,5.50,8.40,5.50,5.50,4.00,5.00,,,,
52000517,6.40,5.50,7.60,,,,,6.25,7.25,8.25,7.25
52000518,4.60,6.00,4.40,,,,,3.25,5.50,6.50,5.08
52000519,7.80,,,7.25,8.25,4.75,6.75,,,,
52000520,7.60,6.50,7.40,7.50,6.50,5.25,6.41,,,,
52000521,7.00,4.75,7.20,5.25,8.00,7.25,6.83,,,,
52000522,6.80,6.50,,,,,,6.25,6.00,,
52000523,7.40,7.25,7.00,,,,,6.50,7.75,9.00,7.75
52000524,7.00,6.75,4.00,,,,,4.00,6.50,7.00,5.83
52000525,5.40,6.25,,,,,,2.75,6.00,,
52000526,7.60,7.50,5.20,,,,,7.00,8.75,9.25,8.33
52000527,8.20,7.00,7.60,8.25,7.50,5.50,7.08,,,,
52000528,6.20,7.25,5.80,,,,,3.00,6.00,8.25,5.75
52000529,6.20,6.50,3.80,,,,,5.25,6.75,9.25,7.08
52000530,7.80,6.75,6.00,6.00,5.75,4.00,5.25,,,,
52000531,6.80,6.25,8.00,6.00,5.50,7.00,6.16,,,,
52000532,6.40,8.00,4.40,5.50,6.00,4.75,5.41,,,,
52000533,8.20,7.25,7.00,6.25,7.50,5.25,6.33,,,,
52000534,5.80,7.50,6.40,6.00,6.50,5.50,6.00,,,,
52000535,7.40,6.75,5.60,5.25,7.00,4.75,5.66,,,,
52000536,5.20,3.75,,,,,,6.75,6.00,,
52000537,6.40,6.25,5.80,6.25,7.25,4.50,6.00,,,,
52000538,6.60,6.50,6.60,,,,,6.50,6.50,7.50,6.83
52000539,6.80,5.75,8.00,,,,,5.00,7.00,7.75,6.58
52000540,8.20,7.00,5.60,5.00,6.25,5.25,5.50,,,,
52000541,6.40,6.25,4.20,,,,,6.00,6.75,7.25,6.66
52000542,5.60,7.50,5.40,6.25,5.25,5.75,5.75,,,,
52000543,7.20,6.75,7.60,,,,,3.25,5.25,8.25,5.58
52000544,7.00,6.50,6.00,,,,,6.00,6.25,9.50,7.25
52000545,6.60,7.50,4.40,,,,,6.00,6.50,9.50,7.33
52000546,8.40,9.00,8.00,6.75,7.00,6.75,6.83,,,,
52000547,5.80,7.75,9.20,,,,,5.75,6.75,9.50,7.33
52000548,8.00,7.50,4.80,6.00,6.75,5.00,5.91,,,,
52000549,8.00,6.25,6.40,7.00,8.00,4.25,6.41,,,,
52000550,6.20,7.00,3.60,,,,,5.25,6.00,8.75,6.66
52000551,5.80,6.50,,,,,,4.00,8.00,,
52000552,7.80,5.50,5.60,6.25,7.75,5.50,6.50,,,,
52000553,7.60,6.25,4.20,6.50,7.50,4.00,6.00,,,,
52000554,3.40,4.50,,,,,,2.75,5.50,,
52000555,8.60,6.00,2.60,5.50,6.50,3.50,5.16,,,,
52000556,4.80,5.25,,,,,,3.50,5.50,,
52000557,7.60,6.75,7.40,7.25,5.25,5.00,5.83,,,,
52000558,7.00,5.75,3.80,4.25,4.75,3.25,4.08,,,,
52000559,7.60,8.25,8.40,,,,,7.25,6.75,10.00,8.00
52000560,7.40,7.00,8.20,7.00,7.25,4.00,6.08,,,,
52000561,6.20,7.50,6.80,,,,,5.75,6.00,8.25,6.66
52000562,9.20,6.25,7.60,8.25,8.00,7.75,8.00,,,,
52000563,8.20,7.00,9.00,5.00,6.00,6.50,5.83,,,,
52000564,6.60,7.00,5.80,5.25,5.25,4.25,4.91,,,,
52000565,7.20,6.50,7.80,,,,,4.75,6.50,8.75,6.66
52000566,8.20,8.50,9.40,6.75,5.75,6.50,6.33,,,,
52000567,6.80,7.25,8.80,,,,,5.50,8.50,10.00,8.00
52000568,6.60,6.75,4.60,,,,,3.25,7.25,9.50,6.66
52000569,4.80,6.25,,,,,,4.50,6.25,,
52000570,8.20,6.50,7.80,3.00,6.25,5.75,5.00,,,,
52000571,6.20,6.25,7.00,,,,,6.50,6.75,9.25,7.50
52000572,6.40,7.00,4.40,6.00,8.00,5.00,6.33,,,,
52000573,6.20,5.25,,,,,,3.75,6.25,,
52000574,7.40,7.00,4.20,5.75,6.75,3.75,5.41,,,,
52000576,3.20,5.50,,,,,,2.75,6.25,,
52000577,6.80,5.75,6.40,4.75,4.75,4.25,4.58,,,,
52000578,7.60,6.50,8.60,,,,,7.50,8.50,9.25,8.41
52000579,7.20,5.75,7.00,5.50,6.25,5.00,5.58,,,,
52000580,7.20,7.75,7.00,6.75,6.75,6.25,6.58,,,,
52000581,7.00,6.50,4.80,,,,,4.75,6.75,8.75,6.75
52000582,7.20,6.25,7.20,6.75,6.75,5.25,6.25,,,,
52000583,7.80,6.75,7.60,7.25,7.00,5.25,6.50,,,,
52000584,7.00,6.00,8.80,4.75,3.75,4.50,4.33,,,,
52000585,8.80,5.41,6.60,5.00,8.00,8.50,7.16,,,,
52000586,7.00,6.25,,,,,,5.25,6.50,,
52000587,6.60,7.50,,,,,,6.75,7.50,,
52000588,6.20,5.50,5.60,,,,,2.50,6.25,6.75,5.16
52000589,5.80,6.75,4.60,,,,,5.50,6.00,7.00,6.16
52000590,5.40,6.00,,,,,,4.25,6.00,,
52000591,7.20,,7.00,6.25,,,,,,,
52000592,7.40,5.75,5.40,6.25,5.50,5.75,5.83,,,,
52000593,6.80,7.50,5.40,,,,,5.50,6.50,8.75,6.91
52000594,6.40,5.00,,,,,,4.50,6.50,,
52000595,5.60,5.50,,,,,,4.00,7.00,,
52000596,7.20,7.00,4.80,5.25,7.50,5.25,6.00,,,,
52000597,8.00,6.50,5.80,5.75,7.00,4.50,5.75,,,,
52000598,5.60,6.50,,,,,,4.50,8.25,,
52000599,8.00,6.75,5.80,6.25,7.75,5.50,6.50,,,,
52000600,6.00,5.75,6.20,,,,,5.75,7.25,8.25,7.08
52000601,5.60,5.00,,,,,,4.25,6.25,,
52000602,5.80,6.75,3.60,5.00,6.50,3.75,5.08,,,,
52000603,6.60,6.00,6.60,5.50,4.50,5.75,5.25,,,,
52000604,6.80,7.50,8.20,,,,,5.50,8.25,9.00,7.58
52000605,5.00,6.75,,,,,,3.75,5.25,,
52000606,8.00,7.00,9.20,6.50,6.25,5.75,6.16,,,,
52000607,8.00,7.00,9.00,7.25,8.25,7.00,7.50,,,,
52000608,6.20,6.75,6.00,,,,,4.75,6.00,8.25,6.33
52000609,8.00,7.50,7.80,8.25,8.00,6.50,7.58,,,,
52000610,5.80,6.00,7.40,5.75,7.00,5.50,6.08,,,,
52000611,7.40,7.50,8.40,,,,,5.50,7.50,8.75,7.25
52000612,7.40,5.50,8.40,6.25,7.75,4.50,6.16,,,,
52000613,7.40,5.75,8.60,5.50,5.75,5.75,5.66,,,,
52000614,7.40,7.75,8.40,7.25,7.00,5.25,6.50,,,,
52000615,8.20,5.75,8.40,7.00,7.50,7.25,7.25,,,,
52000616,6.80,6.25,4.60,,,,,6.50,7.50,8.75,7.58
52000617,6.40,7.25,7.00,,,,,3.75,7.00,6.75,5.83
52000618,7.40,7.00,5.20,,,,,5.00,7.75,9.75,7.50
52000619,7.60,8.25,8.80,,,,,6.50,8.25,10.00,8.25
52000620,7.20,7.25,6.80,5.25,6.25,3.50,5.00,,,,
52000621,6.60,7.50,5.40,,,,,5.25,6.50,9.00,6.91
52000622,6.60,7.00,8.00,,,,,3.75,8.00,9.50,7.08
52000623,7.80,8.50,6.80,,,,,4.50,6.75,9.00,6.75
52000624,8.40,8.00,8.40,,,,,7.50,8.00,9.75,8.41
52000625,7.80,8.00,6.40,6.50,6.00,4.00,5.50,,,,
52000626,7.00,7.00,5.80,5.00,7.00,4.75,5.58,,,,
52000627,7.00,6.75,6.20,,,,,4.25,7.00,8.75,6.66
52000628,6.20,6.41,7.60,,,,,4.75,6.00,7.75,6.16
52000629,7.80,6.75,9.00,6.50,6.25,6.00,6.25,,,,
52000630,7.00,6.50,4.80,5.00,4.50,4.25,4.58,,,,
52000631,6.40,6.25,5.40,5.50,5.00,3.75,4.75,,,,
52000632,7.20,7.50,7.60,,,,,5.50,7.50,9.00,7.33
52000633,7.80,6.00,5.00,6.25,7.25,4.75,6.08,,,,
52000634,5.20,6.50,4.80,5.00,5.75,4.75,5.16,,,,
52000635,8.20,6.75,7.00,6.50,7.00,6.00,6.50,,,,
52000636,7.60,7.75,8.00,6.00,6.25,5.50,5.91,,,,
52000637,7.40,6.25,7.60,,,,,4.75,7.25,9.75,7.25
52000638,5.00,6.00,7.40,,,,,6.75,6.25,9.00,7.33
52000639,8.00,6.75,7.20,6.00,6.50,6.00,6.16,,,,
52000640,7.20,6.75,9.80,6.25,5.00,5.00,5.41,,,,
52000641,5.40,6.50,,,,,,4.50,6.00,,
52000642,7.60,5.00,,,,,,5.00,7.75,,
52000643,7.40,4.25,6.00,5.75,6.25,6.25,6.08,,,,
52000644,6.80,7.00,7.20,,,,,6.25,7.50,8.25,7.33
52000645,6.20,6.75,8.00,6.25,5.25,5.50,5.66,,,,
52000646,8.00,6.10,7.60,6.25,7.75,6.75,6.91,,,,
52000647,8.20,7.00,9.00,5.50,5.00,4.25,4.91,,,,
52000648,6.00,7.75,2.60,4.00,4.50,6.00,4.83,,,,
52000649,7.60,8.00,6.60,4.75,8.25,4.25,5.75,,,,
52000650,7.00,6.50,7.40,7.00,6.50,4.50,6.00,,,,
52000651,7.80,4.83,9.60,6.25,5.00,5.25,5.50,,,,
52000652,6.00,4.75,,,,,,6.00,6.75,,
52000653,7.60,7.50,6.20,6.00,6.25,7.25,6.50,,,,
52000654,7.60,6.75,5.20,,,,,5.00,6.25,7.75,6.33
52000655,5.80,7.25,4.40,,,,,4.25,5.25,7.25,5.58
52000656,6.20,5.50,,,,,,5.75,7.00,,
52000657,5.40,4.00,3.20,,,,,3.50,6.25,6.75,5.50
52000658,7.60,7.25,7.20,6.00,6.25,5.50,5.91,,,,
52000659,6.00,6.25,,,,,,5.25,6.50,,
52000660,8.00,7.50,7.00,,,,,5.75,8.00,8.25,7.33
52000661,8.00,7.50,6.80,,,,,6.50,8.75,9.50,8.25
52000662,8.40,7.50,8.60,,,,,7.25,8.00,10.00,8.41
52000663,4.60,6.41,6.20,,,,,4.00,5.00,8.75,5.91
52000665,6.20,4.75,4.40,,,,,3.75,7.25,7.75,6.25
52000666,6.80,,,6.50,7.25,,,,,,
52000667,5.00,6.00,5.80,,,,,3.25,6.00,7.75,5.66
52000668,7.00,6.00,5.80,,,,,5.75,6.50,9.25,7.16
52000669,8.80,7.50,8.60,,,,,2.75,6.75,8.00,5.83
52000670,7.80,7.00,6.00,5.75,6.50,4.50,5.58,,,,
52000671,7.20,6.50,6.20,4.50,7.00,3.50,5.00,,,,
52000672,7.40,6.00,6.80,6.75,6.50,5.50,6.25,,,,
52000673,8.20,8.00,8.40,8.00,7.25,7.00,7.41,,,,
52000674,7.00,6.50,5.20,,,,,5.00,7.25,8.25,6.83
52000675,6.40,6.50,,,,,,3.50,7.00,,
52000676,5.60,6.00,,,,,,2.00,6.50,,
52000677,7.60,7.25,8.40,7.25,5.75,5.75,6.25,,,,
52000678,7.80,7.75,5.60,,,,,5.00,7.00,9.25,7.08
52000679,7.20,7.25,4.40,,,,,5.25,5.50,8.25,6.33
52000680,7.60,7.50,6.00,7.00,6.50,5.25,6.25,,,,
52000681,6.80,6.50,7.60,,,,,4.75,7.25,8.50,6.83
52000682,6.80,7.50,8.20,4.75,5.00,8.00,5.91,,,,
52000683,7.40,7.50,9.60,,,,,,,,
52000685,6.40,7.00,5.20,,,,,3.75,6.00,8.50,6.08
52000686,7.40,6.50,8.60,,,,,6.00,7.00,8.00,7.00
52000687,8.20,5.50,8.20,,,,,6.50,7.00,9.25,7.58
52000688,5.20,5.00,4.60,,,,,4.50,7.75,8.50,6.91
52000689,8.00,5.75,9.40,4.50,6.00,5.25,5.25,,,,
52000690,8.60,6.50,6.40,6.50,7.50,6.50,6.83,,,,
52000691,4.60,5.25,,,,,,5.00,7.00,,
52000692,7.40,6.50,6.20,6.25,5.00,5.00,5.41,,,,
52000693,8.00,7.00,4.00,4.50,7.75,4.75,5.66,,,,
52000694,7.60,7.50,7.80,6.75,5.50,4.50,5.58,,,,
52000695,7.00,5.50,7.80,,,,,4.00,6.00,8.50,6.16
52000696,6.60,6.75,7.60,5.75,7.00,5.00,5.91,,,,
52000697,5.40,5.00,,,,,,3.25,6.25,,
52000698,5.40,5.50,,,,,,2.75,6.25,,
52000699,6.00,7.75,4.60,,,,,5.00,6.75,8.00,6.58
52000700,7.20,6.75,7.20,7.25,4.25,4.50,5.33,,,,
52000701,8.00,7.75,6.00,5.25,7.25,6.50,6.33,,,,
52000702,5.00,7.25,,,,,,2.50,6.25,,
52000703,7.20,8.00,8.20,,,,,5.75,7.00,9.50,7.41
52000704,7.40,8.75,9.00,,,,,6.00,9.00,9.75,8.25
52000705,7.00,7.50,5.60,,,,,6.75,6.25,9.75,7.58
52000706,4.80,7.00,3.00,,,,,4.75,5.75,7.25,5.91
52000707,7.40,6.00,4.60,6.00,6.25,5.75,6.00,,,,
52000708,7.00,6.00,,,,,,4.50,7.25,,
52000709,5.80,5.75,5.80,5.50,4.75,4.00,4.75,,,,
52000710,7.40,7.75,4.60,,,,,3.75,5.75,7.25,5.58
52000711,6.00,6.75,9.60,,,,,6.50,7.00,8.50,7.33
52000713,7.60,7.25,7.60,6.75,7.50,5.25,6.50,,,,
52000714,5.40,6.50,5.20,5.25,5.00,4.00,4.75,,,,
52000715,6.40,6.75,,,,,,6.00,7.25,,
52000716,5.60,6.75,3.20,,,,,4.50,6.50,8.00,6.33
52000717,5.80,7.25,,,,,,3.25,6.75,,
52000718,6.20,8.25,9.20,,,,,4.00,9.00,9.00,7.33
52000719,7.80,6.25,5.60,,,,,2.75,3.75,6.25,4.25
52000720,7.60,8.25,6.80,6.75,6.50,6.25,6.50,,,,
52000721,5.20,8.00,7.20,,,,,3.50,6.50,9.25,6.41
52000722,8.00,7.50,5.80,,,,,7.50,7.75,9.75,8.33
52000723,8.20,7.00,8.20,6.75,5.25,4.00,5.33,,,,
52000724,7.00,6.00,,,,,,6.50,8.00,,
52000725,8.80,7.00,5.60,6.75,6.00,4.25,5.66,,,,
52000726,7.80,7.75,8.80,,,,,7.50,7.75,9.75,8.33
52000727,7.80,,,,6.25,6.75,,,,,
52000728,8.20,6.25,9.40,,,,,6.25,6.75,9.75,7.58
52000729,6.00,6.50,6.80,4.25,6.00,3.75,4.66,,,,
52000730,6.60,6.25,8.00,,,,,7.50,6.75,9.50,7.91
52000731,7.80,6.50,8.40,9.00,8.00,5.75,7.58,,,,
52000732,6.20,7.00,,,,,,5.00,6.75,,
52000734,8.00,7.50,5.00,5.50,6.75,4.75,5.66,,,,
52000735,7.20,6.25,4.20,,,,,5.75,7.75,9.00,7.50
52000736,6.40,6.50,8.40,,,,,6.50,6.75,8.25,7.16
52000737,6.80,6.75,7.00,5.50,6.25,5.50,5.75,,,,
52000738,6.00,5.75,6.00,,,,,5.00,7.50,7.75,6.75
52000739,6.20,6.25,4.00,,,,,3.00,7.50,7.75,6.08
52000740,7.60,7.50,8.80,,,,,5.25,8.25,9.00,7.50
52000741,8.20,6.50,8.80,7.00,8.00,6.00,7.00,,,,
52000742,7.20,7.00,6.60,6.50,6.00,4.00,5.50,,,,
52000743,7.20,6.25,7.00,5.25,5.75,4.75,5.25,,,,
52000744,7.80,8.50,8.60,5.25,4.00,5.00,4.75,,,,
52000745,7.00,6.50,8.60,5.00,7.00,5.00,5.66,,,,
52000746,4.20,2.75,,,,,,3.50,5.75,,
52000747,8.00,8.50,8.40,,,,,7.25,8.75,9.50,8.50
52000748,7.40,7.75,7.00,6.25,7.00,4.75,6.00,,,,
52000749,6.60,8.50,9.80,,,,,9.00,8.50,8.50,8.66
52000750,7.20,6.25,9.40,,,,,7.25,8.00,9.50,8.25
52000751,7.60,6.00,7.00,5.25,7.50,5.50,6.08,,,,
52000752,6.60,7.25,5.20,4.75,6.00,6.00,5.58,,,,
52000753,8.40,6.75,8.20,5.50,7.25,5.75,6.16,,,,
52000754,5.80,8.25,6.60,4.00,6.75,4.75,5.16,,,,
52000755,6.00,6.50,5.80,,,,,4.50,6.75,8.25,6.50
52000756,8.40,6.75,,,,,,6.75,7.25,,
52000757,6.40,6.25,5.60,6.00,4.50,4.25,4.91,,,,
52000758,8.00,5.75,9.40,5.75,6.00,6.00,5.91,,,,
52000759,4.40,6.00,5.40,,,,,4.00,6.50,8.75,6.41
52000760,7.20,6.00,4.40,6.75,7.25,5.75,6.58,,,,
52000761,7.40,7.75,5.60,6.00,7.25,5.25,6.16,,,,
52000762,7.20,5.25,7.00,6.50,6.25,5.50,6.08,,,,
52000763,7.40,6.75,,,,,,4.00,8.25,,
52000764,7.00,8.00,7.60,5.00,5.00,4.75,4.91,,,,
52000765,6.60,6.50,,,,,,4.25,7.75,,
52000766,7.60,7.00,6.00,,,,,3.25,6.00,9.25,6.16
52000767,4.40,2.75,,,,,,2.25,6.00,,
52000768,7.60,6.00,7.40,6.25,6.00,5.25,5.83,,,,
52000769,6.00,5.50,,,,,,3.75,6.75,,
52000770,4.60,8.00,,,,,,4.75,6.75,,
52000771,5.00,5.50,,,,,,6.50,7.00,,
52000772,7.60,7.50,7.80,6.75,7.50,4.75,6.33,,,,
52000773,7.40,7.75,8.00,6.00,4.75,5.25,5.33,,,,
52000774,6.40,6.75,3.60,,,,,4.00,6.00,9.50,6.50
52000775,6.60,6.25,4.80,,,,,3.00,7.00,9.00,6.33
52000776,6.20,8.00,8.20,,,,,4.50,7.25,9.25,7.00
52000777,6.80,6.50,4.00,,,,,4.00,6.25,9.00,6.41
52000778,7.60,8.00,5.40,7.25,8.00,5.25,6.83,,,,
52000779,8.20,8.75,9.40,,,,,7.25,7.75,10.00,8.33
52000780,7.60,7.50,6.80,,,,,6.25,7.50,9.25,7.66
52000781,7.00,7.00,6.80,5.50,6.75,5.00,5.75,,,,
52000782,6.80,7.00,6.20,,,,,4.75,5.75,7.25,5.91
52000783,8.40,7.00,4.60,7.25,7.75,5.50,6.83,,,,
52000784,7.00,5.75,5.20,6.50,6.50,5.00,6.00,,,,
52000785,7.00,4.50,,,,,,2.50,6.00,,
52000786,6.80,6.00,9.80,6.25,6.75,5.50,6.16,,,,
52000787,5.60,7.50,4.40,,,,,5.00,6.00,7.50,6.16
52000788,4.20,6.75,3.20,,,,,4.50,7.50,8.75,6.91
52000789,7.40,7.25,7.40,4.75,6.25,3.75,4.91,,,,
52000790,5.60,7.00,5.80,4.75,5.50,5.75,5.33,,,,
52000791,7.00,8.50,6.00,,,,,7.50,8.00,9.00,8.16
52000792,8.00,7.25,8.80,,,,,6.75,7.00,9.75,7.83
52000793,8.20,6.50,8.00,6.50,7.50,6.25,6.75,,,,
52000794,6.60,8.00,5.60,,,,,7.25,7.75,9.25,8.08
52000795,7.40,5.75,9.60,,,,,5.25,7.00,9.00,7.08
52000796,5.20,7.75,4.60,,,,,7.25,7.25,8.00,7.50
52000797,6.20,7.75,8.00,,,,,5.75,7.25,9.00,7.33
52000798,7.00,8.00,7.60,,,,,5.00,6.50,8.75,6.75
52000799,7.60,7.00,6.20,6.00,8.25,6.00,6.75,,,,
52000800,8.20,7.75,6.80,6.00,7.25,4.25,5.83,,,,
52000801,6.60,7.25,6.60,,,,,5.00,7.00,8.00,6.66
52000802,4.20,7.50,6.20,,,,,3.50,6.25,7.50,5.75
52000803,5.80,6.25,,,,,,2.50,7.75,,
52000804,4.00,5.50,,,,,,2.75,6.50,,
52000805,6.40,3.00,,,,,,2.75,7.50,,
52000806,7.60,6.50,9.00,7.25,7.00,4.00,6.08,,,,
52000807,6.40,6.50,5.20,5.75,5.50,5.50,5.58,,,,
52000808,7.00,7.50,6.20,,,,,5.75,7.00,9.25,7.33
52000809,7.40,6.50,7.20,6.00,6.50,4.75,5.75,,,,
52000810,8.00,7.00,9.20,7.00,5.00,5.00,5.66,,,,
52000811,7.20,7.25,,,,,,3.75,8.00,,
52000812,5.80,7.50,4.40,,,,,3.00,6.25,7.75,5.66
52000813,6.80,7.75,6.40,5.25,7.25,4.75,5.75,,,,
52000814,7.00,7.50,7.00,4.50,6.25,4.50,5.08,,,,
52000815,7.20,8.25,7.20,,,,,4.75,7.00,9.25,7.00
52000816,8.00,8.00,5.80,,,,,5.00,5.75,8.75,6.50
52000817,7.60,7.75,9.00,6.50,8.25,8.25,7.66,,,,
